"","","","","a","a","a","a"
"a.temp","-6112103.16967925","-4149567.45919096","Wetland (2-3)","13033.6309450362","4011.8211963395","2747.04991425331","6601.22763214557"
"a.temp","-6112103.16967925","-4149717.45919096","Wetland (2-3)","13183.4695968628","3961.72239201575","2602.90572848868","6747.47665808502"
"a.temp","-6112103.16967925","-4149867.45919096","Wetland (2-3)","13333.3118770771","3916.73069171203","2459.46198006784","6893.88687544278"
"a.temp","-6112103.16967925","-4150017.45919096","Wetland (2-3)","13483.1576647091","3877.02389873974","2316.84877180175","7040.44822801804"
"a.temp","-6112103.16967925","-4150167.45919096","Wetland (2-3)","13633.0068441047","3842.76584134385","2175.22946637805","7187.15146990812"
"a.temp","-6112103.16967925","-4150317.45919096","Wetland (2-3)","13782.8593046365","3814.10334304135","2034.81159604505","7333.98808639627"
"a.temp","-6112103.16967925","-4150467.45919096","River (1)","13932.7149404344","3791.16331900899","1895.86213406974","7480.95022382869"
"a.temp","-6112103.16967925","-4150617.45919096","Wetland (2-3)","14082.5736501325","3774.05012041432","1758.72915237097","7628.03062732463"
"a.temp","-6112103.16967925","-4150767.45919096","Wetland (2-3)","14232.4353366318","3762.84324831627","1623.87291109852","7775.22258532851"
"a.temp","-6112103.16967925","-4150917.45919096","Wetland (2-3)","14382.2999068788","3757.59554920423","1491.91093279714","7922.51988015194"
"a.temp","-6112103.16967925","-4151067.45919096","Wetland (2-3)","14532.1672716565","3758.33198525616","1363.68369917649","8069.91674377145"
"a.temp","-6112103.16967925","-4151217.45919096","Wetland (2-3)","14682.0373453893","3765.04904501914","1240.35004389879","8217.40781824796"
"a.temp","-6112103.16967925","-4151367.45919096","Wetland (2-3)","14831.9100459585","3777.71482663787","1123.52268842235","8364.98812021887"
"a.temp","-6111953.16967925","-4142967.45919096","River (1)","6464.02696555348","8781.60112458978","9288.27175697377","1343.65741593597"
"a.temp","-6111953.16967925","-4146567.45919096","Wetland (2-3)","10048.0687005715","5694.67806916228","5715.24559676993","3682.26224641878"
"a.temp","-6111953.16967925","-4146717.45919096","Wetland (2-3)","10197.6477489372","5579.41693292389","5567.12378445083","3822.47174631823"
"a.temp","-6111953.16967925","-4146867.45919096","Wetland (2-3)","10347.2389849372","5465.84195814313","5419.10529805411","3963.39819490815"
"a.temp","-6111953.16967925","-4147017.45919096","Wetland (2-3)","10496.8418875109","5354.06045085391","5271.1988419522","4104.96775278458"
"a.temp","-6111953.16967925","-4147167.45919096","Wetland (2-3)","10646.455964846","5244.18709729144","5123.41411867109","4247.11610995053"
"a.temp","-6111953.16967925","-4147317.45919096","Wetland (2-3)","10796.0807523566","5136.34435288349","4975.76197495402","4389.78703941334"
"a.temp","-6111953.16967925","-4147467.45919096","Wetland (2-3)","10945.7158108277","5030.66281034598","4828.25457400481","4532.93119861767"
"a.temp","-6111953.16967925","-4147617.45919096","Wetland (2-3)","11095.3607247085","4927.28153360433","4680.90559949658","4676.50513219022"
"a.temp","-6111953.16967925","-4147767.45919096","Wetland (2-3)","11245.0151005414","4826.34834128229","4533.73049832017","4820.4704388059"
"a.temp","-6111953.16967925","-4147917.45919096","Wetland (2-3)","11394.6785655149","4728.02002019855","4386.74677083127","4964.79307236481"
"a.temp","-6111953.16967925","-4148067.45919096","Wetland (2-3)","11544.3507661282","4632.46244576234","4239.97431966263","5109.44275351057"
"a.temp","-6111953.16967925","-4148217.45919096","Wetland (2-3)","11694.0313669583","4539.85058249701","4093.43587117212","5254.39247215144"
"a.temp","-6111953.16967925","-4148367.45919096","River (1)","11843.7200495201","4450.36833435149","3947.15748753438","5399.61806532663"
"a.temp","-6111953.16967925","-4148517.45919096","Wetland (2-3)","11993.4165112117","4364.2082112794","3801.16919268253","5545.09785769393"
"a.temp","-6111953.16967925","-4148667.45919096","Wetland (2-3)","12143.1204643372","4281.57077617533","3655.50574221937","5690.81235426032"
"a.temp","-6111953.16967925","-4148817.45919096","Wetland (2-3)","12292.8316352013","4202.66383516439","3510.20757668245","5836.74397685918"
"a.temp","-6111953.16967925","-4148967.45919096","Wetland (2-3)","12442.5497632682","4127.70133505305","3365.32201006069","5982.87683739202"
"a.temp","-6111953.16967925","-4149117.45919096","Wetland (2-3)","12592.2746003812","4056.90193514691","3220.9047224963","6129.19654207646"
"a.temp","-6111953.16967925","-4149267.45919096","Wetland (2-3)","12742.0059100365","3990.48722731934","3077.02164948494","6275.69002193401"
"a.temp","-6111953.16967925","-4149417.45919096","Wetland (2-3)","12891.7434667079","3928.67958879302","2933.75139222789","6422.34538555831"
"a.temp","-6111953.16967925","-4149567.45919096","Wetland (2-3)","13041.4870552175","3871.69966699368","2791.1883188705","6569.15179086328"
"a.temp","-6111953.16967925","-4149717.45919096","Wetland (2-3)","13191.2364701496","3819.76351511438","2649.44658964834","6716.09933305057"
"a.temp","-6111953.16967925","-4149867.45919096","Wetland (2-3)","13340.9915153037","3773.07942023476","2508.66542835015","6863.17894647971"
"a.temp","-6111953.16967925","-4150017.45919096","Wetland (2-3)","13490.7520031837","3731.84449185642","2369.01608930782","7010.38231849037"
"a.temp","-6111953.16967925","-4150167.45919096","Wetland (2-3)","13640.5177545211","3696.24110569091","2230.71114925249","7157.70181352943"
"a.temp","-6111953.16967925","-4150317.45919096","River (1)","13790.2885978287","3666.43332291741","2094.01700838351","7305.13040618732"
"a.temp","-6111953.16967925","-4150467.45919096","Wetland (2-3)","13940.0643689836","3642.56342585812","1959.27084176728","7452.66162195779"
"a.temp","-6111953.16967925","-4150617.45919096","Wetland (2-3)","14089.8449108358","3624.74872389788","1826.90372800527","7600.2894847106"
"a.temp","-6111953.16967925","-4150767.45919096","Wetland (2-3)","14239.6300728427","3613.07878566181","1697.47230651919","7748.00847001361"
"a.temp","-6111953.16967925","-4150917.45919096","Wetland (2-3)","14389.4197107251","3607.6132430458","1571.70201736832","7895.81346356426"
"a.temp","-6111953.16967925","-4151067.45919096","Wetland (2-3)","14539.2136861457","3608.38028918786","1450.54549442605","8043.6997240948"
"a.temp","-6111953.16967925","-4151217.45919096","Wetland (2-3)","14689.0118664056","3615.37595713081","1335.25923752647","8191.66285020342"
"a.temp","-6111953.16967925","-4151367.45919096","Wetland (2-3)","14838.8141241612","3628.56422175488","1227.49836309456","8339.69875063859"
"a.temp","-6111953.16967925","-4151517.45919096","Wetland (2-3)","14988.620337156","3647.87791892761","1129.41897956422","8487.80361762706"
"a.temp","-6111803.16967925","-4142817.45919096","River (1)","6334.83690487786","8858.96903208248","9452.91522396116","1225.04255085271"
"a.temp","-6111803.16967925","-4146417.45919096","Wetland (2-3)","9911.11490254269","5719.63043486184","5888.09359906906","3489.17887924954"
"a.temp","-6111803.16967925","-4146567.45919096","Wetland (2-3)","10060.493706146","5600.86665716993","5740.51227952681","3630.64791069047"
"a.temp","-6111803.16967925","-4146717.45919096","Wetland (2-3)","10209.8907247533","5483.63404243918","5593.05964847489","3772.77606695669"
"a.temp","-6111803.16967925","-4146867.45919096","Wetland (2-3)","10359.3051703","5368.03290893396","5445.74615928783","3915.49157212747"
"a.temp","-6111803.16967925","-4147017.45919096","Wetland (2-3)","10508.7362994512","5254.17094424972","5298.58341742378","4058.73246856716"
"a.temp","-6111803.16967925","-4147167.45919096","Wetland (2-3)","10658.1834104787","5142.16367995011","5151.58434186982","4202.44503252587"
"a.temp","-6111803.16967925","-4147317.45919096","Wetland (2-3)","10807.6458403949","5032.13496553879","5004.76335418552","4346.58247953509"
"a.temp","-6111803.16967925","-4147467.45919096","Wetland (2-3)","10957.1229623202","4924.21743136899","4858.13660073473","4491.10390120307"
"a.temp","-6111803.16967925","-4147617.45919096","Wetland (2-3)","11106.6141830625","4818.55292711393","4711.72221500785","4635.97338769341"
"a.temp","-6111803.16967925","-4147767.45919096","Wetland (2-3)","11256.1189408874","4715.29291893921","4565.54062860013","4781.15929993987"
"a.temp","-6111803.16967925","-4147917.45919096","Wetland (2-3)","11405.636703464","4614.59882453484","4419.61494153038","4926.63366320265"
"a.temp","-6111803.16967925","-4148067.45919096","Wetland (2-3)","11555.1669659683","4516.64226072847","4273.97136529933","5072.37165943128"
"a.temp","-6111803.16967925","-4148217.45919096","Wetland (2-3)","11704.7092493323","4421.60517362173","4128.63975558521","5218.35120046569"
"a.temp","-6111803.16967925","-4148367.45919096","River (1)","11854.2630986242","4329.679816268","3983.6542560065","5364.55256767997"
"a.temp","-6111803.16967925","-4148517.45919096","River (1)","12003.8280815498","4241.06853415487","3839.05408029097","5510.9581064822"
"a.temp","-6111803.16967925","-4148667.45919096","Wetland (2-3)","12153.4037870633","4155.98331461985","3694.88446793656","5657.55196630149"
"a.temp","-6111803.16967925","-4148817.45919096","Wetland (2-3)","12302.9898240795","4074.64505342474","3551.19785866669","5804.31987845277"
"a.temp","-6111803.16967925","-4148967.45919096","Wetland (2-3)","12452.5858202786","3997.28249081782","3408.05534453285","5951.24896567116"
"a.temp","-6111803.16967925","-4149117.45919096","Wetland (2-3)","12602.1914209952","3924.13077144465","3265.52847658675","6098.32757823012"
"a.temp","-6111803.16967925","-4149267.45919096","Wetland (2-3)","12751.8062881854","3855.42958843744","3123.70152725882","6245.54515245884"
"a.temp","-6111803.16967925","-4149417.45919096","Wetland (2-3)","12901.4300994659","3791.42088291433","2982.67434216327","6392.8920882025"
"a.temp","-6111803.16967925","-4149567.45919096","Wetland (2-3)","13051.0625472183","3732.3460867662","2842.5659590235","6540.3596423593"
"a.temp","-6111803.16967925","-4149717.45919096","Wetland (2-3)","13200.7033377546","3678.44291941563","2703.51923081735","6687.93983610815"
"a.temp","-6111803.16967925","-4149867.45919096","Wetland (2-3)","13350.3521905381","3629.94177796271","2565.706770346","6835.62537383394"
"a.temp","-6111803.16967925","-4150017.45919096","Wetland (2-3)","13500.0088374566","3587.06179364102","2429.33864074141","6983.40957207884"
"a.temp","-6111803.16967925","-4150167.45919096","River (1)","13649.6730221425","3550.0066635711","2294.67235818088","7131.28629711376"
"a.temp","-6111803.16967925","-4150317.45919096","River (1)","13799.3444993378","3518.96040207889","2162.02595530198","7279.24990994282"
"a.temp","-6111803.16967925","-4150467.45919096","River (1)","13949.023034299","3494.0831861018","2031.7950761333","7427.2952177359"
"a.temp","-6111803.16967925","-4150617.45919096","Wetland (2-3)","14098.7084022404","3475.50748976309","1904.47531656348","7575.41743083525"
"a.temp","-6111803.16967925","-4150767.45919096","Wetland (2-3)","14248.4003878121","3463.33470969807","1780.69122292429","7723.61212460871"
"a.temp","-6111803.16967925","-4150917.45919096","Wetland (2-3)","14398.0987846106","3457.63247199575","1661.2333464627","7871.87520552776"
"a.temp","-6111803.16967925","-4151067.45919096","Wetland (2-3)","14547.8033947193","3458.43278254754","1547.10414368255","8020.20288093779"
"a.temp","-6111803.16967925","-4151217.45919096","Wetland (2-3)","14697.5140282772","3465.73113662898","1439.57154438388","8168.59163206258"
"a.temp","-6111803.16967925","-4151367.45919096","Wetland (2-3)","14847.2305030738","3479.48664480834","1340.22432129843","8317.03818984877"
"a.temp","-6111803.16967925","-4151517.45919096","Wetland (2-3)","14996.9526441676","3499.62316705666","1251.01408121567","8465.53951330941"
"a.temp","-6111803.16967925","-4151667.45919096","Wetland (2-3)","15146.6802835277","3526.03138264533","1174.25347834271","8614.09277007178"
"a.temp","-6111653.16967925","-4142667.45919096","River (1)","6210.20713111909","8940.7016677326","9619.41891339579","1134.03846998225"
"a.temp","-6111653.16967925","-4146417.45919096","Wetland (2-3)","9925.97842086128","5630.23279371269","5916.42588319993","3441.20883577284"
"a.temp","-6111653.16967925","-4146567.45919096","Wetland (2-3)","10075.1368532345","5509.54229599863","5769.5693280693","3584.57155757855"
"a.temp","-6111653.16967925","-4146717.45919096","Wetland (2-3)","10224.3199094807","5390.32385960231","5622.87873169946","3728.45655082652"
"a.temp","-6111653.16967925","-4146867.45919096","Wetland (2-3)","10373.5265272425","5272.6773380701","5476.36743027695","3872.80560464907"
"a.temp","-6111653.16967925","-4147017.45919096","Wetland (2-3)","10522.7557042537","5156.71031873985","5330.05020908793","4017.56869902697"
"a.temp","-6111653.16967925","-4147167.45919096","Wetland (2-3)","10672.0064941605","5042.53867723373","5183.94350194891","4162.70263787859"
"a.temp","-6111653.16967925","-4147317.45919096","Wetland (2-3)","10821.2780026855","4930.28714289524","5038.06562396704","4308.16994226103"
"a.temp","-6111653.16967925","-4147467.45919096","Wetland (2-3)","10970.5693841024","4820.08986548987","4892.43704419366","4453.93794875967"
"a.temp","-6111653.16967925","-4147617.45919096","Wetland (2-3)","11119.879837993","4712.09097019553","4747.0807062234","4599.97807075224"
"a.temp","-6111653.16967925","-4147767.45919096","Wetland (2-3)","11269.20860626","4606.4450839447","4602.02240665976","4746.26518974673"
"a.temp","-6111653.16967925","-4147917.45919096","Wetland (2-3)","11418.5549703719","4503.3178115028","4457.29124372624","4892.7771512099"
"a.temp","-6111653.16967925","-4148067.45919096","Wetland (2-3)","11567.9182488209","4402.88613427584","4312.92015128945","5039.49434481295"
"a.temp","-6111653.16967925","-4148217.45919096","Wetland (2-3)","11717.2977947735","4305.33869880158","4168.94653736393","5186.39935325094"
"a.temp","-6111653.16967925","-4148367.45919096","River (1)","11866.692993897","4210.87595535638","4025.41305102951","5333.4766570598"
"a.temp","-6111653.16967925","-4148517.45919096","River (1)","12016.1032623478","4119.71010040738","3882.36850793415","5480.71238539315"
"a.temp","-6111653.16967925","-4148667.45919096","Wetland (2-3)","12165.5280449064","4032.06477023852","3739.86901259909","5628.09410470382"
"a.temp","-6111653.16967925","-4148817.45919096","Wetland (2-3)","12314.9668132482","3948.17442768157","3597.97932614946","5775.61063883309"
"a.temp","-6111653.16967925","-4148967.45919096","Wetland (2-3)","12464.4190643369","3868.28338044135","3456.77454159206","5923.25191524065"
"a.temp","-6111653.16967925","-4149117.45919096","Wetland (2-3)","12613.8843189322","3792.64436922299","3316.34214631106","6071.00883308549"
"a.temp","-6111653.16967925","-4149267.45919096","Wetland (2-3)","12763.3621202019","3721.51666816083","3176.78457428247","6218.87314964714"
"a.temp","-6111653.16967925","-4149417.45919096","River (1)","12912.852032429","3655.16365042647","3038.22238017548","6366.83738220179"
"a.temp","-6111653.16967925","-4149567.45919096","River (1)","13062.353639808","3593.8497897657","2900.79820590802","6514.89472297153"
"a.temp","-6111653.16967925","-4149717.45919096","River (1)","13211.8665453222","3537.83709509059","2764.68175951578","6663.03896517215"
"a.temp","-6111653.16967925","-4149867.45919096","River (1)","13361.390369696","3487.38101035707","2630.07608851898","6811.26443851671"
"a.temp","-6111653.16967925","-4150017.45919096","River (1)","13510.9247504161","3442.72585481318","2497.22550671728","6959.56595280212"
"a.temp","-6111653.16967925","-4150167.45919096","River (1)","13660.4693408171","3404.09992676467","2366.42562346663","7107.93874842788"
"a.temp","-6111653.16967925","-4150317.45919096","River (1)","13810.0238092266","3371.71044299466","2238.03602102367","7256.37845287872"
"a.temp","-6111653.16967925","-4150467.45919096","River (1)","13959.5878381636","3345.73853004076","2112.49620861187","7404.88104235325"
"a.temp","-6111653.16967925","-4150617.45919096","River (1)","14109.1611235894","3326.33451585967","1990.34550553405","7553.44280784614"
"a.temp","-6111653.16967925","-4150767.45919096","River (1)","14258.743374204","3313.61378428438","1872.2473745207","7702.06032509501"
"a.temp","-6111653.16967925","-4150917.45919096","Wetland (2-3)","14408.3343107871","3307.65344487591","1759.0182578358","7850.73042789031"
"a.temp","-6111653.16967925","-4151067.45919096","Wetland (2-3)","14557.9336655792","3308.49003495545","1651.65984131108","7999.45018431909"
"a.temp","-6111653.16967925","-4151217.45919096","Wetland (2-3)","14707.5411817001","3316.11841034056","1551.39138562769","8148.21687557486"
"a.temp","-6111653.16967925","-4151367.45919096","Wetland (2-3)","14857.1566126028","3330.49190231708","1459.67470054114","8297.02797701701"
"a.temp","-6111653.16967925","-4151517.45919096","Wetland (2-3)","15006.7797215594","3351.52372979809","1378.21813636301","8445.88114120741"
"a.temp","-6111653.16967925","-4152117.45919096","Wetland (2-3)","15605.3445207533","3499.26439575519","1193.66043387562","9041.67286797101"
"a.temp","-6111503.16967925","-4142517.45919096","River (1)","6090.41760566567","9026.68047021696","9787.68788996648","1077.662865371"
"a.temp","-6111503.16967925","-4146417.45919096","Wetland (2-3)","9943.08285248614","5543.45292316962","5948.40686498478","3399.18626312256"
"a.temp","-6111503.16967925","-4146567.45919096","Wetland (2-3)","10091.9884864879","5420.83068462739","5802.35979851285","3544.24918020745"
"a.temp","-6111503.16967925","-4146717.45919096","Wetland (2-3)","10240.9260621979","5299.61699667041","5656.51962176374","3689.70693299633"
"a.temp","-6111503.16967925","-4146867.45919096","Wetland (2-3)","10389.8942059775","5179.91074357445","5510.90276011092","3835.51460059811"
"a.temp","-6111503.16967925","-4147017.45919096","River (1)","10538.8916215798","5061.81887382372","5365.52739545688","3981.63374149372"
"a.temp","-6111503.16967925","-4147167.45919096","River (1)","10687.9170847927","4945.45703766579","5220.4137030889","4128.03128033223"
"a.temp","-6111503.16967925","-4147317.45919096","River (1)","10836.9694385194","4830.9502493193","5075.5841271127","4274.67861381431"
"a.temp","-6111503.16967925","-4147467.45919096","River (1)","10986.047588255","4718.43356543231","4931.06370181916","4421.55088757344"
"a.temp","-6111503.16967925","-4147617.45919096","Wetland (2-3)","11135.1504979234","4608.05276786174","4786.88042794036","4568.62640751042"
"a.temp","-6111503.16967925","-4147767.45919096","Wetland (2-3)","11284.277186041","4499.96503446397","4643.06571474048","4715.88615759558"
"a.temp","-6111503.16967925","-4147917.45919096","Wetland (2-3)","11433.4267221776","4394.33957625016","4499.65490136728","4863.31340254786"
"a.temp","-6111503.16967925","-4148067.45919096","Wetland (2-3)","11582.598223689","4291.35821289699","4356.68787399312","5010.89335861398"
"a.temp","-6111503.16967925","-4148217.45919096","River (1)","11731.7908526961","4191.21585120577","4214.20979916742","5158.61291932257"
"a.temp","-6111503.16967925","-4148367.45919096","Wetland (2-3)","11881.0038132897","4094.12082276507","4072.27199870033","5306.46042587729"
"a.temp","-6111503.16967925","-4148517.45919096","River (1)","12030.236348942","4000.29502804463","3930.9329975718","5454.42547399833"
"a.temp","-6111503.16967925","-4148667.45919096","River (1)","12179.4877401065","3909.97382489943","3790.25978415713","5602.49875068276"
"a.temp","-6111503.16967925","-4148817.45919096","River (1)","12328.7573019913","3823.40559075266","3650.32933190951","5750.67189564854"
"a.temp","-6111503.16967925","-4148967.45919096","River (1)","12478.0443824906","3740.85088066857","3511.23044407498","5898.93738324133"
"a.temp","-6111503.16967925","-4149117.45919096","River (1)","12627.3483602617","3662.58109963436","3373.06599867228","6047.28842138376"
"a.temp","-6111503.16967925","-4149267.45919096","River (1)","12776.6686429368","3588.87660855022","3235.95569058031","6195.71886478092"
"a.temp","-6111503.16967925","-4149417.45919096","River (1)","12926.0046654566","3520.02419187695","3100.03939191088","6344.22314010173"
"a.temp","-6111503.16967925","-4149567.45919096","River (1)","13075.3558885181","3456.31383288598","2965.48128157964","6492.79618126137"
"a.temp","-6111503.16967925","-4149717.45919096","River (1)","13224.721797127","3398.03477195262","2832.47493040967","6641.43337325628"
"a.temp","-6111503.16967925","-4149867.45919096","River (1)","13374.1018992456","3345.47086542375","2701.24956851442","6790.1305032674"
"a.temp","-6111503.16967925","-4150017.45919096","River (1)","13523.4957245309","3298.89531682943","2572.07780430519","6938.88371796231"
"a.temp","-6111503.16967925","-4150167.45919096","River (1)","13672.9028231537","3258.56491594064","2445.28510227324","7087.68948610212"
"a.temp","-6111503.16967925","-4150317.45919096","River (1)","13822.322764695","3224.71398908481","2321.26134491562","7236.54456570279"
"a.temp","-6111503.16967925","-4150467.45919096","River (1)","13971.7551371116","3197.54832823514","2200.47477408843","7385.44597511908"
"a.temp","-6111503.16967925","-4150617.45919096","River (1)","14121.1995457682","3177.23941675779","2083.48847642592","7534.39096751706"
"a.temp","-6111503.16967925","-4150767.45919096","River (1)","14270.655612529","3163.91929596813","1970.97925696839","7683.37700828241"
"a.temp","-6111503.16967925","-4150917.45919096","Wetland (2-3)","14420.1229749058","3157.67641017877","1863.75809358396","7832.4017549793"
"a.temp","-6111503.16967925","-4151067.45919096","Wetland (2-3)","14569.6012852585","3158.55272417599","1762.79018360092","7981.46303953121"
"a.temp","-6111503.16967925","-4151217.45919096","Wetland (2-3)","14719.0902100437","3166.54232742902","1669.21066118086","8130.55885234237"
"a.temp","-6111503.16967925","-4151367.45919096","Wetland (2-3)","14868.5894291088","3181.59163177798","1584.32926861808","8279.68732811831"
"a.temp","-6111503.16967925","-4151517.45919096","Wetland (2-3)","15018.0986350272","3203.60114736522","1509.61393455411","8428.84673317785"
"a.temp","-6111503.16967925","-4151667.45919096","Wetland (2-3)","15167.6175324738","3232.42870167306","1446.64067114125","8578.03545407706"
"a.temp","-6111503.16967925","-4151817.45919096","Wetland (2-3)","15317.1458376359","3267.89386476976","1396.99829327027","8727.25198739002"
"a.temp","-6111503.16967925","-4151967.45919096","Wetland (2-3)","15466.6832776587","3309.78327257237","1362.14508456335","8876.49493051188"
"a.temp","-6111353.16967925","-4142517.45919096","River (1)","6121.9307094578","8975.31666914301","9809.34672806485","958.59597923195"
"a.temp","-6111353.16967925","-4145967.45919096","Wetland (2-3)","9516.81357447984","5840.25806890395","6420.78563973272","2925.8009589514"
"a.temp","-6111353.16967925","-4146267.45919096","Wetland (2-3)","9813.83771067179","5585.22016677927","6129.36850184405","3217.10759089606"
"a.temp","-6111353.16967925","-4146417.45919096","Wetland (2-3)","9962.4166551798","5459.41565658797","5983.97804402707","3363.33409749925"
"a.temp","-6111353.16967925","-4146567.45919096","Wetland (2-3)","10111.0375635443","5334.8621642361","5838.82079116992","3509.8790935588"
"a.temp","-6111353.16967925","-4146717.45919096","Wetland (2-3)","10259.6986121135","5211.64938492585","5693.91457886384","3656.70428820833"
"a.temp","-6111353.16967925","-4146867.45919096","River (1)","10408.3980809443","5089.87468523519","5549.27907312276","3803.77723472357"
"a.temp","-6111353.16967925","-4147017.45919096","Wetland (2-3)","10557.1343465641","4969.64378113744","5404.936006226","3951.07026657352"
"a.temp","-6111353.16967925","-4147167.45919096","Wetland (2-3)","10705.905875329","4851.07146014137","5260.90944907802","4098.5596557085"
"a.temp","-6111353.16967925","-4147317.45919096","Wetland (2-3)","10854.7112173196","4734.28234386144","5117.22612666261","4246.2249412156"
"a.temp","-6111353.16967925","-4147467.45919096","Wetland (2-3)","11003.5490007272","4619.41168455446","4973.91578451007","4394.04838974282"
"a.temp","-6111353.16967925","-4147617.45919096","River (1)","11152.4179266832","4506.60618552346","4831.01161573831","4542.01455869546"
"a.temp","-6111353.16967925","-4147767.45919096","River (1)","11301.3167644927","4396.02483061667","4688.55076024549","4690.10994022545"
"a.temp","-6111353.16967925","-4147917.45919096","River (1)","11450.2443472358","4287.83970215753","4546.57489011218","4838.32266921106"
"a.temp","-6111353.16967925","-4148067.45919096","River (1)","11599.1995677031","4182.23675936675","4405.13089832739","4986.6422822779"
"a.temp","-6111353.16967925","-4148217.45919096","Wetland (2-3)","11748.1813746386","4079.41654056049","4264.27171172273","5135.0595178052"
"a.temp","-6111353.16967925","-4148367.45919096","Wetland (2-3)","11897.1887692599","3979.59474210611","4124.05725365189","5283.5661490514"
"a.temp","-6111353.16967925","-4148517.45919096","Wetland (2-3)","12046.220802036","3883.00261542516","3984.55558769091","5432.15484420335"
"a.temp","-6111353.16967925","-4148667.45919096","Wetland (2-3)","12195.2765696972","3789.88711064046","3845.84428070078","5580.81904843742"
"a.temp","-6111353.16967925","-4148817.45919096","Wetland (2-3)","12344.3552124607","3700.5106825138","3708.01203226189","5729.55288407412"
"a.temp","-6111353.16967925","-4148967.45919096","River (1)","12493.4559114524","3615.15066233744","3571.16062805904","5878.35106568178"
"a.temp","-6111353.16967925","-4149117.45919096","River (1)","12642.5778863096","3534.09809023446","3435.4072875569","6027.20882759193"
"a.temp","-6111353.16967925","-4149267.45919096","River (1)","12791.7203929497","3457.65589835063","3300.88749147848","6176.12186176748"
"a.temp","-6111353.16967925","-4149417.45919096","River (1)","12940.8827214918","3386.13633975346","3167.75839220721","6325.08626434472"
"a.temp","-6111353.16967925","-4149567.45919096","River (1)","13090.0641943195","3319.85757396293","3036.20292987792","6474.09848947344"
"a.temp","-6111353.16967925","-4149717.45919096","River (1)","13239.2641642731","3259.13935133174","2906.43479737621","6623.15530932216"
"a.temp","-6111353.16967925","-4149867.45919096","River (1)","13388.4820129619","3204.29778756581","2778.70441598227","6772.25377931176"
"a.temp","-6111353.16967925","-4150017.45919096","River (1)","13537.7171491875","3155.63928727591","2653.30609455438","6921.39120779937"
"a.temp","-6111353.16967925","-4150167.45919096","River (1)","13686.9690074686","3113.45375931605","2530.58653900622","7070.56512956373"
"a.temp","-6111353.16967925","-4150317.45919096","River (1)","13836.2370466614","3078.0073605174","2410.95483810865","7219.7732825486"
"a.temp","-6111353.16967925","-4150467.45919096","River (1)","13985.5207486674","3049.53509758444","2294.89394774564","7369.01358740793"
"a.temp","-6111353.16967925","-4150617.45919096","River (1)","14134.8196172221","3028.23369497789","2182.97348389751","7518.28412946749"
"a.temp","-6111353.16967925","-4150767.45919096","River (1)","14284.1331767596","3014.2551835237","2075.86324968667","7667.58314277731"
"a.temp","-6111353.16967925","-4150917.45919096","Wetland (2-3)","14433.4609713473","3007.70166595684","1974.34627950614","7816.90899597806"
"a.temp","-6111353.16967925","-4151067.45919096","Wetland (2-3)","14582.8025636846","3008.62166305429","1879.32919718707","7966.26017974575"
"a.temp","-6111353.16967925","-4151217.45919096","Wetland (2-3)","14732.1575341633","3017.00833797317","1791.84631913561","8115.63529561321"
"a.temp","-6111353.16967925","-4151367.45919096","Wetland (2-3)","14881.5254799838","3032.7997479886","1713.05231426244","8265.03304599582"
"a.temp","-6111353.16967925","-4151517.45919096","Wetland (2-3)","15030.9060143228","3055.8811023009","1644.19683474941","8414.45222527308"
"a.temp","-6111353.16967925","-4151667.45919096","Wetland (2-3)","15180.2987655515","3086.08883725012","1586.5743699556","8563.89171179803"
"a.temp","-6111353.16967925","-4151817.45919096","Wetland (2-3)","15329.7033764977","3123.21618070217","1541.44517625509","8713.35046072423"
"a.temp","-6111353.16967925","-4151967.45919096","Wetland (2-3)","15479.119503751","3167.0197838662","1509.92987631881","8862.82749755422"
"a.temp","-6111353.16967925","-4152117.45919096","Wetland (2-3)","15628.5468170078","3217.22695988331","1492.89089735325","9012.32191232666"
"a.temp","-6111203.16967925","-4142517.45919096","River (1)","6156.93792492684","8926.17825899732","9833.24627126752","849.385219673431"
"a.temp","-6111203.16967925","-4145967.45919096","Wetland (2-3)","9539.37050393807","5764.4568964819","6457.23913382476","2891.86103597683"
"a.temp","-6111203.16967925","-4146117.45919096","Wetland (2-3)","9687.51385090126","5634.66931695177","6312.27155874951","3038.92995171014"
"a.temp","-6111203.16967925","-4146267.45919096","Wetland (2-3)","9835.71347749638","5505.90894506963","6167.54466796942","3186.27215589018"
"a.temp","-6111203.16967925","-4146417.45919096","Wetland (2-3)","9983.96687751937","5378.24955830407","6023.07581152671","3333.85141411568"
"a.temp","-6111203.16967925","-4146567.45919096","River (1)","10132.271690564","5251.77144508383","5878.8840124124","3481.63758185731"
"a.temp","-6111203.16967925","-4146717.45919096","River (1)","10280.6256916301","5126.56203623813","5734.99016837851","3629.60538507993"
"a.temp","-6111203.16967925","-4146867.45919096","Wetland (2-3)","10429.0267816035","5002.71659315197","5591.41728288976","3777.73348072641"
"a.temp","-6111203.16967925","-4147017.45919096","Wetland (2-3)","10577.4729785239","4880.33895456024","5448.1907300863","3926.00372534227"
"a.temp","-6111203.16967925","-4147167.45919096","Wetland (2-3)","10725.9624095651","4759.54234264159","5305.33855954532","4074.40060026029"
"a.temp","-6111203.16967925","-4147317.45919096","Wetland (2-3)","10874.4933036627","4640.45022722992","5162.89184773402","4222.9107557941"
