"","","","","a","a","a","a"
"a.temp","-6114053.16967925","-4147317.45919096","Wetland (2-3)","10852.763408985","6778.06368451918","5042.90801337859","5411.05759084128"
"a.temp","-6114053.16967925","-4147467.45919096","Wetland (2-3)","11001.6275437502","6698.33429379259","4897.42342782386","5527.8186702714"
"a.temp","-6114053.16967925","-4147617.45919096","Wetland (2-3)","11150.5221228158","6621.04352133392","4752.21961102369","5646.1503922054"
"a.temp","-6114053.16967925","-4147767.45919096","Wetland (2-3)","11299.4459426736","6546.27774474915","4607.32310907301","5765.95605701268"
"a.temp","-6114053.16967925","-4147917.45919096","River (1)","11448.3978622078","6474.12444361382","4462.76385566145","5887.14567947841"
"a.temp","-6114053.16967925","-4148067.45919096","Wetland (2-3)","11597.3767987163","6404.67191286158","4318.57571791885","6009.6355339905"
"a.temp","-6114053.16967925","-4148217.45919096","Wetland (2-3)","11746.3817242334","6338.00893904372","4174.79714853289","6133.34771975317"
"a.temp","-6114053.16967925","-4148367.45919096","Wetland (2-3)","11895.4116621244","6274.22443903612","4031.47196832601","6258.20974811499"
"a.temp","-6114053.16967925","-4148517.45919096","Wetland (2-3)","12044.4656839315","6213.40706145978","3888.65030973453","6384.15415316716"
"a.temp","-6114053.16967925","-4148667.45919096","Wetland (2-3)","12193.5429064487","6155.6447518841","3746.38975967511","6511.1181260519"
"a.temp","-6114053.16967925","-4148967.45919096","River (1)","12491.7636309452","6049.63075826933","3463.82826239965","6767.87479578351"
"a.temp","-6114053.16967925","-4149117.45919096","Wetland (2-3)","12640.905569278","6001.54707649606","3323.69391361459","6897.56219626918"
"a.temp","-6114053.16967925","-4149267.45919096","Wetland (2-3)","12790.0675764987","5956.85339012121","3184.45854603239","7028.05800000269"
"a.temp","-6114053.16967925","-4149417.45919096","Wetland (2-3)","12939.2489585526","5915.62653582852","3046.24543190446","7159.31800183522"
"a.temp","-6114053.16967925","-4149567.45919096","Wetland (2-3)","13088.4490529399","5877.93946135877","2909.20027351141","7291.30092997141"
"a.temp","-6114053.16967925","-4149717.45919096","Wetland (2-3)","13237.6672269477","5843.8606512646","2773.49621081387","7423.96822807061"
"a.temp","-6114053.16967925","-4149867.45919096","Wetland (2-3)","13386.902875998","5813.45356147262","2639.34011286892","7557.28385409745"
"a.temp","-6114053.16967925","-4150017.45919096","Wetland (2-3)","13536.1554221058","5786.77607233931","2506.98050080151","7691.21409475787"
"a.temp","-6114053.16967925","-4150167.45919096","Wetland (2-3)","13685.4243124357","5763.87997024564","2376.71753294308","7825.72739439613"
"a.temp","-6114053.16967925","-4150317.45919096","Wetland (2-3)","13834.7090179521","5744.81046783955","2248.91556786801","7960.79419727719"
"a.temp","-6114053.16967925","-4150467.45919096","Wetland (2-3)","13984.0090321554","5729.60577277346","2124.01888678024","8096.38680223482"
"a.temp","-6114053.16967925","-4150617.45919096","Wetland (2-3)","14133.3238698972","5718.29671417976","2002.57115514012","8232.47922872583"
"a.temp","-6113903.16967925","-4142667.45919096","Wetland (2-3)","6234.49577844128","9994.04379174897","9604.24308477229","3316.29435536102"
"a.temp","-6113903.16967925","-4142817.45919096","Wetland (2-3)","6381.79227266151","9869.72372011477","9455.17425706139","3298.49105674085"
"a.temp","-6113903.16967925","-4142967.45919096","Wetland (2-3)","6529.21186755356","9746.12647729323","9306.13535423789","3287.44250921586"
"a.temp","-6113903.16967925","-4143117.45919096","Wetland (2-3)","6676.74640909794","9623.27991442607","9157.12783744971","3283.21690593228"
"a.temp","-6113903.16967925","-4143267.45919096","Wetland (2-3)","6824.38844230033","9501.21314945604","9008.15326420441","3285.84056999112"
"a.temp","-6113903.16967925","-4143417.45919096","Wetland (2-3)","6972.13113842549","9379.95662630677","8859.21329641614","3295.29714159431"
"a.temp","-6113903.16967925","-4143567.45919096","Wetland (2-3)","7119.96823106694","9259.54217612277","8710.30970926962","3311.52808404212"
"a.temp","-6113903.16967925","-4143717.45919096","Wetland (2-3)","7267.89395983475","9140.00308049163","8561.44440099897","3334.43447250051"
"a.temp","-6113903.16967925","-4143867.45919096","Wetland (2-3)","7415.9030206309","9021.37413653799","8412.61940369328","3363.8799400989"
"a.temp","-6113903.16967925","-4144017.45919096","Wetland (2-3)","7563.99052163622","8903.69172374002","8263.83689525615","3399.69458207643"
"a.temp","-6113903.16967925","-4144167.45919096","River (1)","7712.1519442632","8786.9938722749","8115.09921266505","3441.67956837935"
"a.temp","-6113903.16967925","-4144317.45919096","River (1)","7860.38310843706","8671.32033264812","7966.40886669752","3489.61219212106"
"a.temp","-6113903.16967925","-4144467.45919096","River (1)","8008.68014165897","8556.71264630271","7817.76855831617","3543.25108500654"
"a.temp","-6113903.16967925","-4144617.45919096","River (1)","8157.03945138203","8443.2142168369","7669.18119693341","3602.34135686779"
"a.temp","-6113903.16967925","-4144767.45919096","River (1)","8305.4577002958","8330.87038138254","7520.64992081117","3666.61945822035"
"a.temp","-6113903.16967925","-4144917.45919096","River (1)","8453.93178417019","8219.72848161038","7372.17811989083","3735.81761484687"
"a.temp","-6113903.16967925","-4145067.45919096","Wetland (2-3)","8602.45881195621","8109.8379337319","7223.76946139598","3809.6677350394"
"a.temp","-6113903.16967925","-4145217.45919096","Wetland (2-3)","8751.03608788143","8001.25029675969","7075.42791860657","3887.90473795337"
"a.temp","-6113903.16967925","-4145367.45919096","Wetland (2-3)","8899.66109531161","7894.01933816969","6927.15780326948","3970.26929205065"
"a.temp","-6113903.16967925","-4145517.45919096","Wetland (2-3)","9048.33148217964","7788.20109597827","6778.96380218963","4056.50998413666"
"a.temp","-6113903.16967925","-4145667.45919096","Wetland (2-3)","9197.04504780765","7683.85393610506","6630.85101863987","4146.38496179509"
"a.temp","-6113903.16967925","-4145817.45919096","Wetland (2-3)","9345.79973097023","7581.03860374007","6482.8250193413","4239.66310588477"
"a.temp","-6113903.16967925","-4145967.45919096","Wetland (2-3)","9494.59359906486","7479.81826727076","6334.89188790129","4336.1247965667"
"a.temp","-6113903.16967925","-4146117.45919096","Wetland (2-3)","9643.42483827211","7380.25855315363","6187.05828576049","4435.56233767497"
"a.temp","-6113903.16967925","-4146267.45919096","Wetland (2-3)","9792.29174460215","7282.4275699383","6039.33152189856","4537.78010170179"
"a.temp","-6113903.16967925","-4146417.45919096","Wetland (2-3)","9941.19271573605","7186.39591947156","5891.71963278954","4642.59445260952"
"a.temp","-6113903.16967925","-4146567.45919096","Wetland (2-3)","10090.1262435811","7092.23669313127","5744.23147439218","4749.83349722922"
"a.temp","-6113903.16967925","-4146717.45919096","Wetland (2-3)","10239.0909074685","7000.02545076785","5596.87682832111","4859.33670899649"
"a.temp","-6113903.16967925","-4146867.45919096","Wetland (2-3)","10388.0853679301","6909.84017987375","5449.66652478827","4970.95446080538"
"a.temp","-6113903.16967925","-4147017.45919096","Wetland (2-3)","10537.1083609975","6821.76123236497","5302.61258545237","5084.54749721162"
"a.temp","-6113903.16967925","-4147167.45919096","Wetland (2-3)","10686.1586929731","6735.87123625428","5155.72838999476","5199.98637030916"
"a.temp","-6113903.16967925","-4147317.45919096","Wetland (2-3)","10835.2352356284","6652.2549794335","5009.02887108849","5317.15085843923"
"a.temp","-6113903.16967925","-4147467.45919096","Wetland (2-3)","10984.3369217902","6570.99926277563","4862.5307434913","5435.92938248844"
"a.temp","-6113903.16967925","-4147617.45919096","Wetland (2-3)","11133.462741277","6492.19271982879","4716.25277433241","5556.21843085755"
"a.temp","-6113903.16967925","-4147767.45919096","River (1)","11282.6117371557","6415.92560051922","4570.21610335859","5677.92200117272"
"a.temp","-6113903.16967925","-4147917.45919096","Wetland (2-3)","11431.7830022881","6342.28951652304","4424.4446240628","5800.95106438602"
"a.temp","-6113903.16967925","-4148067.45919096","Wetland (2-3)","11580.9756761425","6271.37714632106","4278.96543937881","5925.22305499138"
"a.temp","-6113903.16967925","-4148217.45919096","Wetland (2-3)","11730.1889418459","6203.28189843071","4133.80940917677","6050.6613895839"
"a.temp","-6113903.16967925","-4148367.45919096","Wetland (2-3)","11879.4220234574","6138.09753192292","3989.01181138868","6177.19501484302"
"a.temp","-6113903.16967925","-4148517.45919096","River (1)","12028.674183442","6075.91773408744","3844.61314456975","6304.75798515704"
"a.temp","-6113903.16967925","-4148667.45919096","Wetland (2-3)","12177.9447203296","6016.83565600709","3700.66010752116","6433.28906947306"
"a.temp","-6113903.16967925","-4148817.45919096","River (1)","12327.2329665422","5960.9434078339","3557.20680188805","6562.73138650376"
"a.temp","-6113903.16967925","-4148967.45919096","Wetland (2-3)","12476.5382863759","5908.33151671421","3414.31621725326","6693.03206711291"
"a.temp","-6113903.16967925","-4149117.45919096","Wetland (2-3)","12625.8600741258","5859.08835156106","3272.06207633637","6824.14194250103"
"a.temp","-6113903.16967925","-4149267.45919096","Wetland (2-3)","12775.1977523405","5813.29952018632","3130.5311420586","6956.01525669703"
"a.temp","-6113903.16967925","-4149417.45919096","Wetland (2-3)","12924.5507701972","5771.0472456391","2989.82612059611","7088.60940180808"
"a.temp","-6113903.16967925","-4149567.45919096","Wetland (2-3)","13073.9186019879","5732.40972989533","2850.06933799844","7221.88467447396"
"a.temp","-6113903.16967925","-4149717.45919096","Wetland (2-3)","13223.3007457066","5697.46051424656","2711.40742630076","7355.8040519988"
"a.temp","-6113903.16967925","-4149867.45919096","Wetland (2-3)","13372.6967217314","5666.26784677523","2574.01733315822","7490.3329866837"
"a.temp","-6113903.16967925","-4150017.45919096","Wetland (2-3)","13522.1060715927","5638.8940681129","2438.11407267975","7625.4392169502"
"a.temp","-6113753.16967925","-4142817.45919096","Wetland (2-3)","6355.47965234743","9786.05105808242","9439.53225702399","3149.22089593592"
"a.temp","-6113753.16967925","-4142967.45919096","Wetland (2-3)","6503.49572240977","9661.38345742452","9290.24242048594","3137.64676969851"
"a.temp","-6113753.16967925","-4143117.45919096","Wetland (2-3)","6651.60068039282","9537.44542901275","9140.97583583922","3133.21915151167"
"a.temp","-6113753.16967925","-4143267.45919096","Wetland (2-3)","6799.78871814429","9414.26578716558","8991.73366105761","3135.96831160641"
"a.temp","-6113753.16967925","-4143417.45919096","Wetland (2-3)","6948.05451989277","9291.87469305287","8842.51713209517","3145.87543481932"
"a.temp","-6113753.16967925","-4143567.45919096","Wetland (2-3)","7096.39321144217","9170.30371969197","8693.32756954416","3162.87325882649"
"a.temp","-6113753.16967925","-4143717.45919096","Wetland (2-3)","7244.80031549542","9049.58591933335","8544.16638598504","3186.84832576007"
"a.temp","-6113753.16967925","-4143867.45919096","Wetland (2-3)","7393.27171226667","8929.75589315836","8395.03509411347","3217.64467450957"
"a.temp","-6113753.16967925","-4144017.45919096","Wetland (2-3)","7541.80360466929","8810.84986317419","8245.93531574174","3255.06870148694"
"a.temp","-6113753.16967925","-4144617.45919096","River (1)","8136.46984947421","8345.25106341306","7649.88818424146","3466.18122021917"
"a.temp","-6113753.16967925","-4144767.45919096","River (1)","8285.25658090339","8231.57034297812","7500.9748853997","3532.93748195466"
"a.temp","-6113753.16967925","-4144917.45919096","River (1)","8434.08629380818","8119.06923922915","7352.10576851266","3604.70279654234"
"a.temp","-6113753.16967925","-4145067.45919096","River (1)","8582.95675227383","8007.79746942922","7203.28357288516","3681.18421861773"
"a.temp","-6113753.16967925","-4145217.45919096","River (1)","8731.86587227513","7897.80699380512","7054.51126807501","3762.09413111904"
"a.temp","-6113753.16967925","-4145367.45919096","River (1)","8880.81170903894","7789.15209194153","6905.79207849449","3847.15313594356"
"a.temp","-6113753.16967925","-4145517.45919096","Wetland (2-3)","9029.79244564365","7681.88943629086","6757.12951121979","3936.09225646458"
"a.temp","-6113753.16967925","-4145667.45919096","Wetland (2-3)","9178.80638271683","7576.07816164783","6608.52738750453","4028.65452122672"
"a.temp","-6113753.16967925","-4145817.45919096","Wetland (2-3)","9327.85192911011","7471.77992926701","6459.98987858321","4124.59601069008"
"a.temp","-6113753.16967925","-4145967.45919096","Wetland (2-3)","9476.92759344522","7369.05898411713","6311.52154645752","4223.68645278039"
"a.temp","-6113753.16967925","-4146117.45919096","Wetland (2-3)","9626.03197643782","7267.98220356912","6163.12739048915","4325.70945064514"
"a.temp","-6113753.16967925","-4146267.45919096","Wetland (2-3)","9775.16376391738","7168.61913560746","6014.81290078068","4430.46241959016"
"a.temp","-6113753.16967925","-4146417.45919096","Wetland (2-3)","9924.32172047055","7071.04202444007","5866.58411951944","4537.75630145568"
"a.temp","-6113753.16967925","-4146567.45919096","Wetland (2-3)","10073.5046836443","6975.32582116402","5718.4477116957","4647.41511502909"
"a.temp","-6113753.16967925","-4146717.45919096","Wetland (2-3)","10222.7115586523","6881.5481769292","5570.41104689751","4759.27539142261"
"a.temp","-6113753.16967925","-4146867.45919096","Wetland (2-3)","10371.9413135345","6789.78941583593","5422.48229424476","4873.18553426821"
"a.temp","-6113753.16967925","-4147017.45919096","Wetland (2-3)","10521.1929747251","6700.13248461534","5274.67053297151","4989.00513643762"
"a.temp","-6113753.16967925","-4147167.45919096","Wetland (2-3)","10670.4656229896","6612.66287598255","5126.98588172407","5106.60427793275"
"a.temp","-6113753.16967925","-4147317.45919096","Wetland (2-3)","10819.7583896963","6527.46852243638","4979.439650342","5225.86282363028"
"a.temp","-6113753.16967925","-4147467.45919096","Wetland (2-3)","10969.0704533887","6444.63965721885","4832.04451877237","5346.66973464802"
"a.temp","-6113753.16967925","-4147617.45919096","Wetland (2-3)","11118.4010366331","6364.26863916019","4684.81474888796","5468.92240312488"
"a.temp","-6113753.16967925","-4147767.45919096","River (1)","11267.7494031152","6286.44973823843","4537.7664364088","5592.5260170518"
"a.temp","-6113753.16967925","-4147917.45919096","Wetland (2-3)","11417.1148549624","6211.27887889427","4390.91781196122","5717.39295933044"
"a.temp","-6113753.16967925","-4148067.45919096","Wetland (2-3)","11566.4967302725","6138.85333848253","4244.28960267773","5843.44224335292"
"a.temp","-6113753.16967925","-4148217.45919096","Wetland (2-3)","11715.8944008302","6069.27139872639","4097.90546882165","5970.59898598134"
"a.temp","-6113753.16967925","-4148367.45919096","Wetland (2-3)","11865.3072699953","6002.63194868703","3951.79253395196","6098.7939177678"
"a.temp","-6113753.16967925","-4148517.45919096","Wetland (2-3)","12014.7347707473","5939.03403857886","3805.9820324587","6227.96292951407"
"a.temp","-6113753.16967925","-4148667.45919096","River (1)","12164.1763638729","5878.57638475493","3660.51010535397","6358.04665376101"
"a.temp","-6113753.16967925","-4148817.45919096","River (1)","12313.6315362855","5821.35682735549","3515.41878463983","6488.9900794655"
"a.temp","-6113753.16967925","-4148967.45919096","Wetland (2-3)","12463.0997994642","5767.4717434417","3370.75721929045","6620.74219792628"
"a.temp","-6113753.16967925","-4149117.45919096","Wetland (2-3)","12612.5806880037","5717.01541990211","3226.58321315269","6753.25567792319"
"a.temp","-6113753.16967925","-4149267.45919096","Wetland (2-3)","12762.0737582653","5670.07939198373","3082.96516869698","6886.48656801143"
"a.temp","-6113753.16967925","-4149417.45919096","Wetland (2-3)","12911.5785871211","5626.75175491141","2939.98456312254","7020.39402394209"
"a.temp","-6113753.16967925","-4149567.45919096","Wetland (2-3)","13061.0947707841","5587.11645765494","2797.73912854628","7154.94005924591"
"a.temp","-6113753.16967925","-4149717.45919096","Wetland (2-3)","13210.6219237175","5551.25258940707","2656.34697119916","7290.0893171073"
"a.temp","-6113753.16967925","-4149867.45919096","Wetland (2-3)","13360.1596776163","5519.23367066469","2515.95195331687","7425.80886176059"
"a.temp","-6113753.16967925","-4150017.45919096","Wetland (2-3)","13509.7076804572","5491.12696187211","2376.73078647941","7562.06798775322"
"a.temp","-6113753.16967925","-4150767.45919096","Wetland (2-3)","14257.5901403921","5411.11359254258","1708.22253567834","8250.51799897451"
"a.temp","-6113603.16967925","-4142817.45919096","Wetland (2-3)","6332.61167382007","9703.9756961462","9426.25154721623","3000.02354180754"
"a.temp","-6113603.16967925","-4142967.45919096","Wetland (2-3)","6481.15002228789","9578.23988587654","9276.74798792101","2987.87152524996"
"a.temp","-6113603.16967925","-4143117.45919096","Wetland (2-3)","6629.75418936497","9453.21185160876","9127.26071893405","2983.2216229103"
"a.temp","-6113603.16967925","-4143267.45919096","Wetland (2-3)","6778.41984620327","9328.92005064875","8977.79055399471","2986.10888137047"
"a.temp","-6113603.16967925","-4143417.45919096","Wetland (2-3)","6927.14303384898","9205.39430504725","8828.33836185477","2996.51151364377"
"a.temp","-6113603.16967925","-4143567.45919096","Wetland (2-3)","7075.92012471894","9082.66587029361","8678.90507099811","3014.35171328757"
"a.temp","-6113603.16967925","-4143717.45919096","Wetland (2-3)","7224.74778877454","8960.76750682644","8529.49167485359","3039.49851972324"
"a.temp","-6113603.16967925","-4143867.45919096","Wetland (2-3)","7373.62296374059","8839.73355432145","8380.09923756257","3071.77249343109"
"a.temp","-6113603.16967925","-4144017.45919096","Wetland (2-3)","7522.5428288181","8719.6000086814","8230.72890037066","3110.95182402426"
"a.temp","-6113603.16967925","-4144617.45919096","Wetland (2-3)","8118.6199942726","8248.85230267804","7633.49449671624","3331.21017820853"
"a.temp","-6113603.16967925","-4144767.45919096","Wetland (2-3)","8267.72795944587","8133.82439639539","7484.25502180391","3400.61703980324"
"a.temp","-6113603.16967925","-4144917.45919096","Wetland (2-3)","8416.86762468099","8019.95226366074","7335.04657322618","3475.11600545942"
"a.temp","-6113603.16967925","-4145067.45919096","River (1)","8566.03733422888","7907.28583721349","7185.87108368896","3554.38690232229"
"a.temp","-6113603.16967925","-4145217.45919096","River (1)","8715.23554537702","7795.87739201926","7036.73064934258","3638.11781714121"
"a.temp","-6113603.16967925","-4145367.45919096","River (1)","8864.46081898968","7685.78163308047","6887.62754737779","3726.00808525698"
"a.temp","-6113603.16967925","-4145517.45919096","River (1)","9013.71181098016","7577.05578119874","6738.56425593742","3817.77045556702"
"a.temp","-6113603.16967925","-4145667.45919096","River (1)","9162.9872646099","7469.75965553091","6589.54347670591","3913.13253690704"
"a.temp","-6113603.16967925","-4145817.45919096","River (1)","9312.28600352262","7363.95575159148","6440.56816060489","4011.83764020935"
"a.temp","-6113603.16967925","-4145967.45919096","Wetland (2-3)","9461.60692543309","7259.70931314728","6291.64153710282","4113.64512949289"
"a.temp","-6113603.16967925","-4146117.45919096","Wetland (2-3)","9610.94899640007","7157.08839622632","6142.76714774357","4218.33038670523"
"a.temp","-6113603.16967925","-4146267.45919096","Wetland (2-3)","9760.31124562139","7056.16392322326","5993.94888461669","4325.68448357029"
"a.temp","-6113603.16967925","-4146417.45919096","Wetland (2-3)","9909.69276069665","6957.00972483132","5845.19103463674","4435.51364008733"
"a.temp","-6113603.16967925","-4146567.45919096","Wetland (2-3)","10059.0926833091","6859.70256726905","5696.49833067629","4547.63853570189"
"a.temp","-6113603.16967925","-4146717.45919096","Wetland (2-3)","10208.5102052848","6764.32216200542","5547.87601081692","4661.89352639042"
"a.temp","-6113603.16967925","-4146867.45919096","Wetland (2-3)","10357.9445649899","6670.95115492519","5399.32988725433","4778.12580949905"
"a.temp","-6113603.16967925","-4147017.45919096","Wetland (2-3)","10507.3950440346","6579.67509162859","5250.86642673359","4896.19456837665"
"a.temp","-6113603.16967925","-4147167.45919096","Wetland (2-3)","10656.8609642523","6490.58235533591","5102.49284481595","5015.9701206647"
"a.temp","-6113603.16967925","-4147317.45919096","Wetland (2-3)","10806.3416849276","6403.76407368337","4954.2172168162","5137.33308744928"
"a.temp","-6113603.16967925","-4147467.45919096","Wetland (2-3)","10955.8366002512","6319.31399056875","4806.04860893001","5260.17359517737"
"a.temp","-6113603.16967925","-4147617.45919096","River (1)","11105.3451369781","6237.32829915165","4657.99723394059","5384.39051809963"
"a.temp","-6113603.16967925","-4147767.45919096","Wetland (2-3)","11254.8667522723","6157.90543215776","4510.07463700971","5509.89076583205"
"a.temp","-6113603.16967925","-4147917.45919096","Wetland (2-3)","11404.4009317195","6081.14580579993","4362.29391850186","5636.58861825141"
"a.temp","-6113603.16967925","-4148067.45919096","Wetland (2-3)","11553.9471874942","6007.15151393721","4214.67000266905","5764.40510819646"
"a.temp","-6113603.16967925","-4148217.45919096","Wetland (2-3)","11703.5050566659","5936.02596956905","4067.21996348838","5893.26745120238"
"a.temp","-6113603.16967925","-4148367.45919096","Wetland (2-3)","11853.0740996336","5867.87349142756","3919.9634222016","6023.10852063961"
"a.temp","-6113603.16967925","-4148517.45919096","Wetland (2-3)","12002.6538986761","5802.79883430387","3772.92303544593","6153.86636606626"
"a.temp","-6113603.16967925","-4148667.45919096","River (1)","12152.2440566096","5740.90666283631","3626.12509869676","6285.4837722646"
"a.temp","-6113603.16967925","-4148817.45919096","Wetland (2-3)","12301.8441955426","5682.30096980074","3479.60029764894","6417.90785625672"
"a.temp","-6113603.16967925","-4148967.45919096","Wetland (2-3)","12451.4539557196","5627.08444146687","3333.38465098144","6551.08969953868"
"a.temp","-6113603.16967925","-4149117.45919096","Wetland (2-3)","12601.0729944479","5575.35777429561","3187.52070289727","6684.98401280076"
"a.temp","-6113603.16967925","-4149267.45919096","Wetland (2-3)","12750.700985099","5527.21894910981","3042.05904469305","6819.54883048738"
"a.temp","-6113603.16967925","-4149417.45919096","Wetland (2-3)","12900.3376161791","5482.76247081694","2897.06027403622","6954.74523267401"
"a.temp","-6113603.16967925","-4149567.45919096","Wetland (2-3)","13049.9825904637","5442.07858372136","2752.59754257663","7090.53709188535"
"a.temp","-6113603.16967925","-4149717.45919096","Wetland (2-3)","13199.6356241907","5405.25247434371","2608.75990298053","7226.89084263779"
"a.temp","-6113603.16967925","-4149867.45919096","Wetland (2-3)","13349.2964463078","5372.36347536155","2465.65675457859","7363.77527165258"
"a.temp","-6113603.16967925","-4150017.45919096","Wetland (2-3)","13498.9647977689","5343.4842856884","2323.42381656879","7501.16132684814"
"a.temp","-6113603.16967925","-4150167.45919096","Wetland (2-3)","13648.6404308783","5318.68022270553","2182.23125066963","7639.02194337745"
"a.temp","-6113603.16967925","-4150617.45919096","Wetland (2-3)","14097.7087007572","5269.24703457705","1767.38174467184","8055.20708929338"
"a.temp","-6113453.16967925","-4142817.45919096","Wetland (2-3)","6313.2257690821","9623.53850261931","9415.34211972122","2850.91042500452"
"a.temp","-6113453.16967925","-4142967.45919096","Wetland (2-3)","6462.20973130726","9496.73777206659","9265.66253601956","2838.12002061215"
"a.temp","-6113453.16967925","-4143117.45919096","Wetland (2-3)","6611.23964256344","9370.62235453955","9115.99348570393","2833.22435599435"
"a.temp","-6113453.16967925","-4143267.45919096","Wetland (2-3)","6760.31246403614","9245.22029544977","8966.33549625468","2836.26431268308"
"a.temp","-6113453.16967925","-4143417.45919096","Wetland (2-3)","6909.4254183255","9120.56101955337","8816.68913092645","2847.21447232197"
"a.temp","-6113453.16967925","-4143567.45919096","Wetland (2-3)","7058.57596200555","8996.67540324738","8667.0549918295","2865.9841680302"
"a.temp","-6113453.16967925","-4143717.45919096","Wetland (2-3)","7207.76176155973","8873.59585012731","8517.43372333456","2892.42117462167"
"a.temp","-6113453.16967925","-4143867.45919096","Wetland (2-3)","7356.98067221891","8751.356369809","8367.82601584168","2926.31769488548"
"a.temp","-6113453.16967925","-4144017.45919096","Wetland (2-3)","7506.23071930264","8629.9926599851","8218.2326099592","2967.41811199566"
"a.temp","-6113453.16967925","-4144467.45919096","Wetland (2-3)","7954.15015016707","8271.54026233306","7769.5464624003","3130.85854860932"
"a.temp","-6113453.16967925","-4144617.45919096","Wetland (2-3)","8103.50785841557","8154.0734183227","7620.01884718122","3197.57881081923"
"a.temp","-6113453.16967925","-4144767.45919096","Wetland (2-3)","8252.88886459784","8037.68923953874","7470.51017209649","3269.82342816859"
"a.temp","-6113453.16967925","-4144917.45919096","Wetland (2-3)","8402.29192609987","7922.43544065819","7321.02159752293","3347.23471710608"
"a.temp","-6113453.16967925","-4145067.45919096","Wetland (2-3)","8551.71588696696","7808.3620760949","7171.5543804253","3429.46282257153"
"a.temp","-6113453.16967925","-4145217.45919096","Wetland (2-3)","8701.15967049238","7695.52163997978","7022.10988460002","3516.16982687133"
"a.temp","-6113453.16967925","-4145367.45919096","Wetland (2-3)","8850.62227255255","7583.96916603682","6872.68959224825","3607.03274886719"
"a.temp","-6113453.16967925","-4145517.45919096","River (1)","9000.10275560247","7473.76232639206","6723.29511708339","3701.74556816112"
"a.temp","-6113453.16967925","-4145667.45919096","River (1)","9149.60024325671","7364.96152816817","6573.92821921547","3800.02042776095"
"a.temp","-6113453.16967925","-4145817.45919096","River (1)","9299.11391539018","7257.63000651021","6424.59082209891","3901.58817039941"
"a.temp","-6113453.16967925","-4145967.45919096","River (1)","9448.64300370182","7151.83391245891","6275.28503188481","4006.19835397608"
"a.temp","-6113453.16967925","-4146117.45919096","River (1)","9598.18678769086","7047.64239383621","6126.01315958411","4113.61887532142"
"a.temp","-6113453.16967925","-4146267.45919096","River (1)","9747.74459100173","6945.12766703374","5976.77774652845","4223.63531231104"
"a.temp","-6113453.16967925","-4146417.45919096","River (1)","9897.31577809881","6844.36507730246","5827.5815937143","4336.05007482626"
"a.temp","-6113453.16967925","-4146567.45919096","Wetland (2-3)","10046.8997512369","6745.43314483196","5678.42779573693","4450.68143674661"
"a.temp","-6113453.16967925","-4146717.45919096","Wetland (2-3)","10196.4959476971","6648.41359358739","5529.31978017169","4567.36250492567"
"a.temp","-6113453.16967925","-4146867.45919096","Wetland (2-3)","10346.1038372618","6553.39135954795","5380.26135344724","4685.94016728777"
"a.temp","-6113453.16967925","-4147017.45919096","Wetland (2-3)","10495.7229199043","6460.4545746718","5231.25675449007","4806.27405080079"
"a.temp","-6113453.16967925","-4147167.45919096","Wetland (2-3)","10645.3527236726","6369.69452261235","5082.31071771473","4928.23551095127"
"a.temp","-6113453.16967925","-4147317.45919096","Wetland (2-3)","10794.9928027491","6281.20556194413","4933.42854730846","5051.70666719685"
"a.temp","-6113453.16967925","-4147467.45919096","Wetland (2-3)","10944.6427356677","6195.08501244317","4784.61620523508","5176.57949339148"
"a.temp","-6113453.16967925","-4147617.45919096","River (1)","11094.3021236761","6111.43299982893","4635.88041599416","5302.75496807096"
"a.temp","-6113453.16967925","-4147767.45919096","Wetland (2-3)","11243.9705892271","6030.35225433789","4487.22879196039","5430.14228647844"
"a.temp","-6113453.16967925","-4147917.45919096","Wetland (2-3)","11393.6477745893","5951.94785859202","4338.66998415394","5558.65813406449"
"a.temp","-6113453.16967925","-4148067.45919096","Wetland (2-3)","11543.3333405652","5876.3269404789","4190.21386463727","5688.2260197184"
"a.temp","-6113453.16967925","-4148217.45919096","Wetland (2-3)","11693.0269653073","5803.59830720547","4041.8717485094","5818.77566601441"
"a.temp","-6113453.16967925","-4148367.45919096","Wetland (2-3)","11842.7283432241","5733.87201735427","3893.65666583463","5950.24245316118"
"a.temp","-6113453.16967925","-4148517.45919096","Wetland (2-3)","11992.4371839674","5667.25888868669","3745.58369702221","6082.56691302295"
"a.temp","-6113453.16967925","-4148667.45919096","Wetland (2-3)","12142.1532114944","5603.86994062125","3597.67038948798","6215.6942694603"
"a.temp","-6113453.16967925","-4148817.45919096","River (1)","12291.8761631984","5543.81577177655","3449.93727934272","6349.57402125542"
"a.temp","-6113453.16967925","-4148967.45919096","Wetland (2-3)","12441.6057891015","5487.20587470513","3302.40855004324","6484.15956399916"
"a.temp","-6113453.16967925","-4149117.45919096","Wetland (2-3)","12591.3418511056","5434.14789193288","3155.11287141978","6619.40784748921"
"a.temp","-6113453.16967925","-4149267.45919096","Wetland (2-3)","12741.0841222953","5384.74681961915","3008.08447876698","6755.27906539781"
"a.temp","-6113453.16967925","-4149417.45919096","Wetland (2-3)","12890.8323862893","5339.10416749839","2861.36457505835","6891.73637419496"
"a.temp","-6113453.16967925","-4149567.45919096","Wetland (2-3)","13040.5864366371","5297.31708616718","2715.00317336811","7028.7456385476"
