"","","","","","",""
"a.temp",-6111353.16967925,-4150767.45919096,14284.1331767596,3014.2551835237,2075.86324968667,7667.58314277731
"a.temp",-6111203.16967925,-4142517.45919096,6156.93792492684,8926.17825899732,9833.24627126752,849.385219673431
"a.temp",-6111203.16967925,-4146567.45919096,10132.271690564,5251.77144508383,5878.8840124124,3481.63758185731
"a.temp",-6111203.16967925,-4146717.45919096,10280.6256916301,5126.56203623813,5734.99016837851,3629.60538507993
"a.temp",-6111203.16967925,-4147917.45919096,11468.9992855264,4184.0074463842,4597.91172505504,4817.87455745806
"a.temp",-6111203.16967925,-4148667.45919096,12212.8874395617,3672.00126789176,3906.40080270816,5563.1007766714
"a.temp",-6111203.16967925,-4148817.45919096,12361.7537029098,3579.68271099532,3770.78270805929,5712.29597022091
"a.temp",-6111203.16967925,-4148967.45919096,12510.6470500692,3491.36983308827,3636.29443684076,5861.53224433698
"a.temp",-6111203.16967925,-4149117.45919096,12659.5665254149,3407.37410793104,3503.06611861653,6010.8065391761
"a.temp",-6111203.16967925,-4149417.45919096,12957.4802570332,3253.6546084978,3241.00944636069,6309.45839604338
"a.temp",-6111203.16967925,-4149567.45919096,13106.4728135149,3184.61980641317,3112.55156284988,6458.83118307038
"a.temp",-6111203.16967925,-4149717.45919096,13255.4880940464,3121.27190603432,2986.10318498864,6608.23238479114
"a.temp",-6111203.16967925,-4149867.45919096,13404.5253407722,3063.96366026087,2861.93068249379,6757.66011659379
"a.temp",-6111203.16967925,-4150017.45919096,13553.5838290618,3013.0397128812,2740.34345135777,6907.11265663175
"a.temp",-6111203.16967925,-4150167.45919096,13702.6628657136,2968.82860930019,2621.70120940573,7056.58842865322
"a.temp",-6111203.16967925,-4150317.45919096,13851.7617872748,2931.6340684675,2506.42219735613,7206.08598695593
"a.temp",-6111203.16967925,-4150467.45919096,14000.8799584671,2901.72591941406,2394.99211510176,7355.60400316675
"a.temp",-6111203.16967925,-4150617.45919096,14150.0167707111,2879.33122641343,2287.9733895742,7505.14125459359
"a.temp",-6111203.16967925,-4150767.45919096,14299.1716407422,2864.62620797191,2186.01400530731,7654.69661393597
"a.temp",-6111203.16967925,-4150917.45919096,14448.3440093114,2857.72957282517,2089.85459575535,7804.269040173
"a.temp",-6111053.16967925,-4142517.45919096,6195.38002154851,8879.3021860615,9859.37022488742,754.323704651859
"a.temp",-6111053.16967925,-4146417.45919096,10007.7192012668,5300.08653810463,6065.63197296029,3310.9083725469
"a.temp",-6111053.16967925,-4147917.45919096,11489.6820500571,4083.04632736373,4653.51923079713,4802.02709815362
"a.temp",-6111053.16967925,-4148367.45919096,11935.149710473,3758.04102045183,4241.66785962772,5250.34944088504
"a.temp",-6111053.16967925,-4148517.45919096,12083.7135687422,3655.59944624663,4106.16380961584,5399.8522434787
"a.temp",-6111053.16967925,-4148667.45919096,12232.3124801243,3556.53515537225,3971.70193133862,5549.3818801198
"a.temp",-6111053.16967925,-4148817.45919096,12380.9451824731,3461.13815260223,3838.39175064232,5698.93623858015
"a.temp",-6111053.16967925,-4148967.45919096,12529.6104732511,3369.71991586821,3706.35754230472,5848.51342234949
"a.temp",-6111053.16967925,-4149117.45919096,12678.3072060668,3282.61287869875,3575.74065494117,5998.11172381793
"a.temp",-6111053.16967925,-4149717.45919096,13273.3874203763,2984.5748962623,3071.03585641707,6596.6873695365
"a.temp",-6111053.16967925,-4149867.45919096,13422.2259186547,2924.58925516032,2950.44000640572,6746.37082077486
"a.temp",-6111053.16967925,-4150017.45919096,13571.08999349,2871.19440501671,2832.65444969898,6896.06802833343
"a.temp",-6111053.16967925,-4150167.45919096,13719.9788123526,2824.76411606337,2718.04456023066,7045.77811539666
"a.temp",-6111053.16967925,-4150317.45919096,13868.8915783276,2785.64665946695,2607.02919649926,7195.50027804896
"a.temp",-6111053.16967925,-4150467.45919096,14017.8275282372,2754.15364702106,2500.08724475759,7345.23377785913
"a.temp",-6111053.16967925,-4150617.45919096,14166.7859308809,2730.54890294964,2397.76379808347,7494.97793535129
"a.temp",-6111053.16967925,-4150767.45919096,14315.7660853831,2715.0381786265,2300.67516859719,7644.73212424103
"a.temp",-6111053.16967925,-4150917.45919096,14464.7673196428,2707.76057128387,2209.51153683338,7794.49576633427
"a.temp",-6110903.16967925,-4142517.45919096,6237.19348837299,8834.72446154358,9887.70095782617,679.377105442719
"a.temp",-6110903.16967925,-4146417.45919096,10033.6579875639,5225.06136915136,6111.57428420846,3294.64159680551
"a.temp",-6110903.16967925,-4148067.45919096,11660.4450005737,3871.32423227486,4576.95589135385,4940.57165228901
"a.temp",-6110903.16967925,-4148217.45919096,11808.6541405617,3760.01147756208,4441.54930529864,5090.3323321176
"a.temp",-6110903.16967925,-4148367.45919096,11956.9079452593,3651.46837743375,4307.1098466836,5240.10670229165
"a.temp",-6110903.16967925,-4148517.45919096,12105.2047736255,3545.94928212442,4173.73097257105,5389.89362152928
"a.temp",-6110903.16967925,-4148667.45919096,12253.5430635961,3443.73217765243,4041.51768911123,5539.69207189371
"a.temp",-6110903.16967925,-4148817.45919096,12401.9213274156,3345.1197753442,3910.58822063881,5689.5011425785
"a.temp",-6110903.16967925,-4148967.45919096,12550.3381472933,3250.44017194577,3781.07593568274,5839.32001618357
"a.temp",-6110903.16967925,-4149117.45919096,12698.7921713604,3160.04688436721,3653.13156502734,5989.14795704716
"a.temp",-6110903.16967925,-4150017.45919096,13590.2293068,2730.22092721436,2929.74064234353,6888.27287869772
"a.temp",-6110903.16967925,-4150167.45919096,13738.9107141507,2681.35065058625,2819.08056490047,7038.14878014117
"a.temp",-6110903.16967925,-4150317.45919096,13887.6204805361,2640.10914762996,2712.20394354842,7188.02985882798
"a.temp",-6110903.16967925,-4150467.45919096,14036.3577045972,2606.85851388207,2609.57568033572,7337.91579751381
"a.temp",-6110903.16967925,-4150617.45919096,14185.1215226168,2581.90749474095,2511.71659058097,7487.80630434594
"a.temp",-6110903.16967925,-4150767.45919096,14333.9111065824,2565.49825792175,2419.20549590144,7637.70111037364
"a.temp",-6110903.16967925,-4150917.45919096,14482.7256623678,2557.79520513265,2332.67876729733,7787.59996734571
"a.temp",-6110753.16967925,-4146417.45919096,10061.766326615,5153.31110174788,6160.82699249039,3285.15026313884
"a.temp",-6110753.16967925,-4147917.45919096,11536.7886177829,3890.62531110341,4776.93826958217,4784.30373736887
"a.temp",-6110753.16967925,-4148067.45919096,11684.6406282523,3773.92372887934,4642.5180916609,4934.24738449561
"a.temp",-6110753.16967925,-4148217.45919096,11832.5467086086,3659.64961593301,4509.08075237058,5084.19435617895
"a.temp",-6110753.16967925,-4148367.45919096,11980.5048562823,3548.03752959276,4376.71614699867,5234.14436669471
"a.temp",-6110753.16967925,-4148517.45919096,12128.5131657349,3439.34664019181,4245.52461203547,5384.09716214353
"a.temp",-6110753.16967925,-4148667.45919096,12276.5698226909,3333.86267134667,4115.61832916987,5534.05251614059
"a.temp",-6110753.16967925,-4148817.45919096,12424.6730987743,3231.89964438855,3987.12292654729,5684.01022618733
"a.temp",-6110753.16967925,-4148967.45919096,12572.8213465159,3133.80125588699,3860.17930042104,5833.9701106024
"a.temp",-6110753.16967925,-4149117.45919096,12721.0129947031,3039.94166249929,3734.94567984585,5983.93200591402
"a.temp",-6110753.16967925,-4150317.45919096,13907.9420336513,2495.10026079102,2821.43566848504,7183.68444820641
"a.temp",-6110753.16967925,-4150467.45919096,14056.4642286531,2459.89030474927,2722.92751122751,7333.6591992949
"a.temp",-6110753.16967925,-4150617.45919096,14205.0174801514,2433.43282450934,2629.29063273722,7483.63496246328
"a.temp",-6110753.16967925,-4150767.45919096,14353.6008238841,2416.01537896586,2541.06360239168,7633.61167805927
"a.temp",-6110753.16967925,-4150917.45919096,14502.2133349157,2407.8341536326,2458.82883328625,7783.58929102781
"a.temp",-6110753.16967925,-4151067.45919096,14650.8541256613,2408.98325261918,2383.20671184853,7933.56775047664
"a.temp",-6110603.16967925,-4146417.45919096,10092.0260905035,5084.97436683785,6213.31137409016,3282.49314567468
"a.temp",-6110603.16967925,-4147767.45919096,11415.7350009276,3921.32366827816,4977.92659963952,4632.48057215589
"a.temp",-6110603.16967925,-4147917.45919096,11563.1890329357,3799.64660348808,4844.43889747809,4782.47961327613
"a.temp",-6110603.16967925,-4148067.45919096,11710.7077331562,3680.06104723802,4711.94473984986,4932.47871271654
"a.temp",-6110603.16967925,-4148217.45919096,11858.2886881457,3562.77761183583,4580.53034390111,5082.47786531352
"a.temp",-6110603.16967925,-4148367.45919096,12005.9296021343,3448.03122250926,4450.2913647759,5232.47706649556
"a.temp",-6110603.16967925,-4148517.45919096,12153.6282899966,3336.08367871652,4321.3340800497,5382.47631220073
"a.temp",-6110603.16967925,-4148667.45919096,12301.3826707165,3227.2262566171,4193.77672646017,5532.47559880765
"a.temp",-6110603.16967925,-4148817.45919096,12449.1907613067,3121.78223318009,4067.75100410523,5682.47492307728
"a.temp",-6110603.16967925,-4148967.45919096,12597.0506711454,3020.10915554371,3943.40376215765,5832.47428210379
"a.temp",-6110603.16967925,-4150467.45919096,14078.1403463457,2313.31133040918,2839.68012835948,7332.4693147263
"a.temp",-6110603.16967925,-4150617.45919096,14226.4672568915,2285.157393135,2750.02149653412,7482.46892752671
"a.temp",-6110603.16967925,-4150767.45919096,14374.8288898131,2266.6008275388,2665.79317115934,7632.46855554629
"a.temp",-6110603.16967925,-4150917.45919096,14523.2241809939,2257.87827647986,2587.52550352646,7782.46819790501
"a.temp",-6110603.16967925,-4151067.45919096,14671.6521091323,2259.10365220361,2515.77487693154,7932.46785378945
"a.temp",-6110603.16967925,-4151217.45919096,14820.1116936211,2270.26084655481,2451.11367166029,8082.46752244653
"a.temp",-6110453.16967925,-4142667.45919096,6522.68844966572,8569.65216980226,9840.16322178636,496.422452554123
"a.temp",-6110453.16967925,-4146417.45919096,10124.4179887737,5020.1905652473,6268.94626164543,3286.68681979303
"a.temp",-6110453.16967925,-4147767.45919096,11444.3809186607,3836.94257337773,5047.19746308768,4635.45307940893
"a.temp",-6110453.16967925,-4147917.45919096,11591.4705543087,3712.50095102999,4915.59123925075,4785.35894697585
"a.temp",-6110453.16967925,-4148067.45919096,11738.6338477441,3590.01369236924,4785.0676308072,4935.27053477333
"a.temp",-6110453.16967925,-4148217.45919096,11885.8680630152,3469.68778298547,4655.71769240778,5085.18733690332
"a.temp",-6110453.16967925,-4148367.45919096,12033.1705967881,3351.75600415644,4527.64201670129,5235.10890540034
"a.temp",-6110453.16967925,-4148517.45919096,12180.5389704809,3236.48008048849,4400.95185515577,5385.03484217159
"a.temp",-6110453.16967925,-4148667.45919096,12327.9708229459,3124.1540153134,4275.77036700979,5534.96479224594
"a.temp",-6110453.16967925,-4148817.45919096,12475.4639036552,3015.10751241127,4152.23400489412,5684.89843809035
"a.temp",-6110453.16967925,-4148967.45919096,12623.016066353,2909.7093173372,4030.49404309188,5834.83549480208
"a.temp",-6110453.16967925,-4149117.45919096,12770.6252631343,2808.37022335001,3910.71825006599,5984.77570602293
"a.temp",-6110453.16967925,-4150467.45919096,14101.3788195128,2167.20057018253,2959.4310654921,7334.34763638885
"a.temp",-6110453.16967925,-4150617.45919096,14249.4638359275,2137.12267111637,2873.51130699007,7484.30960419215
"a.temp",-6110453.16967925,-4150767.45919096,14397.5884998636,2117.26906920203,2793.00952941443,7634.27306633728
"a.temp",-6110453.16967925,-4150917.45919096,14545.751600086,2107.92867796794,2718.40711288796,7784.23793645871
"a.temp",-6110453.16967925,-4151067.45919096,14693.9519739043,2109.2411695678,2650.20230008955,7934.20413471969
"a.temp",-6110453.16967925,-4151217.45919096,14842.1885047794,2121.18676957023,2588.90077666178,8084.17158720688
"a.temp",-6110303.16967925,-4142817.45919096,6715.92500043015,8388.07619847344,9732.78460829155,448.574688764233
"a.temp",-6110303.16967925,-4142967.45919096,6856.1639136913,8242.2907805656,9588.06191215915,358.40514979557
"a.temp",-6110303.16967925,-4143117.45919096,6996.80774435048,8096.65933032858,9443.50391705309,317.315696743859
"a.temp",-6110303.16967925,-4143267.45919096,7137.83255697434,7951.19030783422,9299.11830397899,343.401006696394
"a.temp",-6110303.16967925,-4146417.45919096,10158.9216264033,4959.098941481,6327.64855466849,3297.70514925171
"a.temp",-6110303.16967925,-4146567.45919096,10304.7088076958,4821.63844677285,6190.55500188782,3447.04137651426
"a.temp",-6110303.16967925,-4147767.45919096,11474.9162790586,3756.65773146803,5119.92687754412,4643.27193382014
"a.temp",-6110303.16967925,-4147917.45919096,11621.6194487431,3629.46446619864,4990.23909561444,4792.93326173042
"a.temp",-6110303.16967925,-4148067.45919096,11768.4057378816,3504.07581416251,4861.71998693866,4942.61512272622
"a.temp",-6110303.16967925,-4148217.45919096,11915.2720745858,3380.6925786588,4734.46472490807,5092.31570617945
"a.temp",-6110303.16967925,-4148367.45919096,12062.2155349424,3259.54250032098,4608.57800535034,5242.03340807763
"a.temp",-6110303.16967925,-4148517.45919096,12209.2333343009,3140.8840015828,4484.17508928889,5391.76680239437
"a.temp",-6110303.16967925,-4148667.45919096,12356.3228191645,3025.01029938724,4361.3829494094,5541.51461708819
"a.temp",-6110303.16967925,-4148817.45919096,12503.4814596337,2912.25381987884,4240.34152296712,5691.27571388016
"a.temp",-6110303.16967925,-4150767.45919096,14421.8724031038,1968.03895068152,2922.38793307799,7639.0231215387
"a.temp",-6110303.16967925,-4150917.45919096,14569.7885575394,1957.98680061937,2851.17278175138,7788.89653618553
"a.temp",-6110303.16967925,-4151067.45919096,14717.7468931697,1959.399732418,2786.21988209832,7938.77473237546
"a.temp",-6110303.16967925,-4151217.45919096,14865.7461505101,1972.2531053087,2727.97658190095,8088.65744431071
"a.temp",-6110303.16967925,-4151367.45919096,15013.7851193963,1996.32595319498,2676.8808773272,8238.54442552828
"a.temp",-6110303.16967925,-4151517.45919096,15161.8626366092,2031.21941488356,2633.34886245634,8388.43544717388
"a.temp",-6110153.16967925,-4143417.45919096,7330.20038003075,7769.64035920562,9197.65650757828,545.626476080638
"a.temp",-6110153.16967925,-4146267.45919096,10050.3832071919,5041.57478486613,6525.69921398452,3167.04487675834
"a.temp",-6110153.16967925,-4148217.45919096,11946.4872498741,3296.12367962713,4816.5968516577,5103.84445799458
"a.temp",-6110153.16967925,-4148367.45919096,12093.051418538,3171.74499469909,4692.91383166141,5253.23359954629
"a.temp",-6110153.16967925,-4148517.45919096,12239.6988366301,3049.67232852954,4570.80684687059,5402.65659202971
"a.temp",-6110153.16967925,-4148667.45919096,12386.4265472898,2930.1939033789,4450.40562549068,5552.11070237276
"a.temp",-6110153.16967925,-4150767.45919096,14447.6729133589,1818.93548852059,3053.65358732779,7646.71323193193
"a.temp",-6110153.16967925,-4150917.45919096,14595.3275952068,1808.05456538228,2985.57117339378,7796.43881855062
"a.temp",-6110153.16967925,-4151067.45919096,14743.0296279769,1809.58456873388,2923.60569013675,7946.17475590633
"a.temp",-6110153.16967925,-4151217.45919096,14890.7776026441,1823.49425866928,2868.15362757995,8095.9204696812
"a.temp",-6110153.16967925,-4151367.45919096,15038.5701651256,1849.50434208733,2819.59930334083,8245.67542724082
"a.temp",-6110153.16967925,-4151517.45919096,15186.4060136494,1887.11454644384,2778.30438062501,8395.43913392285
"a.temp",-6110153.16967925,-4151667.45919096,15334.28389627,1935.64880890103,2744.59655166296,8545.21112971489
"a.temp",-6110153.16967925,-4151817.45919096,15482.2026085246,1994.30973306556,2718.75803105025,8694.99098627499
"a.temp",-6110003.16967925,-4143567.45919096,7523.63087952905,7589.67689110656,9100.00929842367,753.320815722128
"a.temp",-6110003.16967925,-4146117.45919096,9945.18559964589,5131.49981110766,6724.60885341282,3045.56846112531
"a.temp",-6110003.16967925,-4150917.45919096,14622.360842607,1658.13458784253,3121.39139349745,7806.85642569421
"a.temp",-6110003.16967925,-4151067.45919096,14769.7925378594,1659.80279292444,3062.17557161571,7956.39631060463
"a.temp",-6110003.16967925,-4151217.45919096,14917.2754419635,1674.95680881623,3009.2780249422,8105.95319819965
"a.temp",-6110003.16967925,-4151367.45919096,15064.8080509313,1703.23671619652,2963.03716335116,8255.52616441879
"a.temp",-6110003.16967925,-4151517.45919096,15212.3889186218,1744.00410303415,2923.76884028135,8405.11435088204
"a.temp",-6110003.16967925,-4151667.45919096,15360.0166540081,1796.40900448645,2891.75711832792,8554.71695916371
"a.temp",-6110003.16967925,-4151817.45919096,15507.6899185986,1859.46774949179,2867.24505953019,8704.33324565433
"a.temp",-6110003.16967925,-4151967.45919096,15655.4074239991,1932.13749805756,2850.42614908724,8853.9625169414
"a.temp",-6109853.16967925,-4143717.45919096,7718.04415712965,7411.41547286327,9006.30075177358,962.951842721292
"a.temp",-6109853.16967925,-4143867.45919096,7857.57854630822,7264.61384461673,8864.94716461397,1060.42974845125
"a.temp",-6109853.16967925,-4144017.45919096,7997.4918325312,7117.94558221663,8723.88234855316,1169.07923230226
"a.temp",-6109853.16967925,-4144167.45919096,8137.7644725934,6971.41910312364,8583.12054158611,1286.07202418857
"a.temp",-6109853.16967925,-4145967.45919096,9843.43591493356,5228.48967785133,6924.30344737997,2934.41667992144
"a.temp",-6109853.16967925,-4150917.45919096,14650.880028565,1508.23052329535,3258.45565128635,7820.13786652147
"a.temp",-6109853.16967925,-4151067.45919096,14798.0275919261,1510.06434015237,3201.77579343089,7969.42853982662
"a.temp",-6109853.16967925,-4151217.45919096,14945.2318687736,1526.70537806083,3151.22249792046,8118.74536190187
"a.temp",-6109853.16967925,-4151367.45919096,15092.4911996465,1557.67914263494,3107.09482175876,8268.08691605278
"a.temp",-6109853.16967925,-4151517.45919096,15239.803988615,1602.15458411477,3069.66988964615,8417.45188589773
"a.temp",-6109853.16967925,-4151667.45919096,15387.1687002972,1659.04620532402,3039.19532629942,8566.83904666145
"a.temp",-6109853.16967925,-4151817.45919096,15534.5838570399,1727.12747398682,3015.88183312946,8716.24725735814
"a.temp",-6109853.16967925,-4151967.45919096,15682.0480362549,1805.13276835809,2999.8963701102,8865.67545376005
"a.temp",-6109703.16967925,-4144317.45919096,8331.35010735975,6793.49455813408,8496.95487992007,1496.25039729337
"a.temp",-6109703.16967925,-4145817.45919096,9745.24215252776,5332.15887904682,7124.71699307405,2834.80427038643
"a.temp",-6109703.16967925,-4150917.45919096,14680.8764932958,1358.34764011271,3396.61334735056,7836.26857958576
"a.temp",-6109703.16967925,-4151067.45919096,14827.7263803796,1360.38351629231,3342.27725232364,7985.25768221684
"a.temp",-6109703.16967925,-4151217.45919096,14974.6387138858,1378.83222743011,3293.88102872585,8134.28394214286
"a.temp",-6109703.16967925,-4151367.45919096,15121.6116737405,1413.05106468236,3251.68990394228,8283.34535386538
"a.temp",-6109703.16967925,-4151517.45919096,15268.6435092121,1461.93307350234,3215.94810769705,8432.44005323508
"a.temp",-6109703.16967925,-4151667.45919096,15415.732535673,1524.06801403351,3186.87264122686,8581.56630525007
"a.temp",-6109703.16967925,-4151817.45919096,15562.8771315399,1597.91060807547,3164.64725228584,8730.72249309319
"a.temp",-6109703.16967925,-4151967.45919096,15710.075735381,1681.91953178509,3149.41696690044,8879.90710826433
"a.temp",-6109553.16967925,-4144317.45919096,8386.67059156393,6765.12507729143,8553.51923078434,1592.5810030892
"a.temp",-6109553.16967925,-4144467.45919096,8525.81835435188,6617.58659266333,8415.25556542388,1706.91219791782
"a.temp",-6109553.16967925,-4145667.45919096,9650.71285509023,5442.12571624341,7325.79048508747,2747.98639942069
"a.temp",-6109553.16967925,-4151067.45919096,14858.8801264229,1210.78169436107,3483.57090230701,8003.86714353775
"a.temp",-6109553.16967925,-4151217.45919096,15005.4874499766,1231.47363406608,3437.16470821521,8152.55323511617
"a.temp",-6109553.16967925,-4151367.45919096,15152.1611861611,1269.67015850573,3396.75377844791,8301.28660217217
"a.temp",-6109553.16967925,-4151517.45919096,15298.8994248412,1323.85698298571,3362.55427188919,8450.06474835568
"a.temp",-6109553.16967925,-4151667.45919096,15445.7003276448,1392.16820513905,3334.75729722573,8598.88534935798
"a.temp",-6109553.16967925,-4151817.45919096,15592.5621246608,1472.639572808,3313.52398986341,8747.74623839783
"a.temp",-6109553.16967925,-4151967.45919096,15739.4831113161,1563.39448361576,3298.98108988221,8896.64539314698
"a.temp",-6109553.16967925,-4152117.45919096,15886.4616454202,1662.74992449263,3291.21728717513,9045.58092393206
"a.temp",-6109403.16967925,-4144467.45919096,8582.50707027984,6591.87388467023,8475.02066259414,1804.46619569353
"a.temp",-6109403.16967925,-4144617.45919096,8721.11017080988,6443.86035784432,8338.15388628668,1917.89813373931
"a.temp",-6109403.16967925,-4145367.45919096,9419.36503228343,5705.34935927659,7661.19998638581,2542.53972464562
"a.temp",-6109403.16967925,-4145517.45919096,9559.95672643992,5558.01640078525,7527.47103823044,2675.20901078796
"a.temp",-6109403.16967925,-4151367.45919096,15184.1311115061,1128.01210605205,3542.2288507944,8321.89330930187
"a.temp",-6109403.16967925,-4151517.45919096,15330.5633494469,1188.67418218789,3509.44728289232,8470.30951331788
"a.temp",-6109403.16967925,-4151667.45919096,15477.0639208929,1264.31060716902,3482.82288257676,8618.78055477707
"a.temp",-6109403.16967925,-4151817.45919096,15623.6309035834,1352.41129520577,3462.49768684405,8767.3036477245
"a.temp",-6109403.16967925,-4151967.45919096,15770.2624458633,1450.70717631099,3448.58307590239,8915.87619089697
"a.temp",-6109253.16967925,-4142967.45919096,7291.49687042399,8057.77886960153,9918.01765633622,1377.06109210889
"a.temp",-6109253.16967925,-4144317.45919096,8504.17201210108,6718.08122244718,8673.32630721326,1807.32184499625
"a.temp",-6109253.16967925,-4144767.45919096,8917.17144678757,6272.49713522434,8265.7785012301,2129.11184567669
"a.temp",-6109253.16967925,-4145217.45919096,9333.59264224681,5827.59172483778,7862.86202545854,2490.94806276666
"a.temp",-6109253.16967925,-4145367.45919096,9473.08221284941,5679.4683123861,7729.71113505531,2617.6434538342
"a.temp",-6109253.16967925,-4151517.45919096,15363.6265774525,1057.49482807249,3656.59257115149,8493.15561210339
"a.temp",-6109253.16967925,-4151667.45919096,15509.8148477474,1141.85389231728,3631.04726372438,8641.23412779699
"a.temp",-6109253.16967925,-4151817.45919096,15656.0752301273,1238.69500338065,3611.55634476335,8789.37780797955
"a.temp",-6109253.16967925,-4151967.45919096,15802.4057222755,1345.3253552209,3598.2182023052,8937.58341227669
"a.temp",-6109103.16967925,-4143267.45919096,7626.7585258354,7743.65671445971,9695.83380795057,1522.60180329601
"a.temp",-6109103.16967925,-4143567.45919096,7892.34538089934,7445.15206771474,9419.75919179452,1577.27177474283
"a.temp",-6109103.16967925,-4143717.45919096,8026.0482562344,7295.94574482275,9282.27871976474,1624.81422058045
"a.temp",-6109103.16967925,-4143867.45919096,8160.31773961059,7146.77265004262,9145.19180943721,1684.41570029506
"a.temp",-6109103.16967925,-4144017.45919096,8295.12631678405,6997.63490840993,9008.51642788076,1754.8479282834
"a.temp",-6109103.16967925,-4144167.45919096,8430.44812636929,6848.53482953817,8872.27159364486,1834.86409616642
"a.temp",-6109103.16967925,-4144317.45919096,8566.25884569241,6699.47492803708,8736.47744983055,1923.2683773724
"a.temp",-6109103.16967925,-4144917.45919096,9113.95252409204,6103.69595502574,8198.25458444649,2340.49166873136
"a.temp",-6109103.16967925,-4145067.45919096,9251.88983999505,5954.88365221334,8065.06126643796,2456.65143058614
"a.temp",-6109103.16967925,-4150017.45919096,13944.2647927887,1219.95668423085,4336.67709558825,7047.61599772595
"a.temp",-6109103.16967925,-4150167.45919096,14089.2106099457,1106.26819144346,4262.6990547539,7194.17307627519
"a.temp",-6109103.16967925,-4150317.45919096,14234.261154391,1002.17977997944,4192.78406687011,7340.86924358437
"a.temp",-6109103.16967925,-4150467.45919096,14379.4132568546,910.9880961899,4127.13862517361,7487.69632473186
"a.temp",-6109103.16967925,-4151667.45919096,15543.9443389188,1026.73234652471,3779.41175732419,8666.22618279741
"a.temp",-6109103.16967925,-4151817.45919096,15689.8865710178,1133.45238603137,3760.68986110267,8813.94980989814
"a.temp",-6108953.16967925,-4143417.45919096,7830.11044694793,7580.90385847209,9617.30093276681,1690.59168677725
"a.temp",-6108953.16967925,-4144917.45919096,9174.3653519687,6086.90835411522,8267.75829541466,2440.3791204239
"a.temp",-6108953.16967925,-4149867.45919096,13839.4015264897,1262.18394515201,4542.28821536015,6935.71951937236
"a.temp",-6108953.16967925,-4150617.45919096,14562.6477541485,704.118819092188,4204.34979888686,7665.85808969896
"a.temp",-6108953.16967925,-4151667.45919096,15579.4433344522,921.698601170777,3927.90048644316,8693.73482752973
"a.temp",-6108953.16967925,-4151817.45919096,15725.0561083707,1039.26094480656,3909.88966997797,8840.99882656951
"a.temp",-6108803.16967925,-4144917.45919096,9236.81918256516,6073.77990310792,8339.38104606079,2545.19139779328
"a.temp",-6108803.16967925,-4150767.45919096,14746.6570317278,501.664540704099,4290.66908901165,7845.70992653967
"a.temp",-6108803.16967925,-4150917.45919096,14891.347441095,460.654221081182,4242.48467662526,7991.70815604544
"a.temp",-6108803.16967925,-4151067.45919096,15036.1419124523,466.623307819023,4199.1083852885,8137.85194332038
"a.temp",-6108803.16967925,-4151217.45919096,15181.0374682169,517.950105125989,4160.69059549016,8284.13358483573
"a.temp",-6108803.16967925,-4151367.45919096,15326.0312413686,603.16441489869,4127.36977158581,8430.54590470886
"a.temp",-6108803.16967925,-4151667.45919096,15616.3024948739,830.588533149953,4076.49987506444,8723.73625526376
"a.temp",-6108803.16967925,-4151817.45919096,15761.574750367,959.381212761771,4059.14846136483,8870.50219837657
"a.temp",-6108653.16967925,-4144917.45919096,9301.27290274851,6064.33436672135,8413.0687166692,2654.34516432979
"a.temp",-6108653.16967925,-4149717.45919096,13780.435320098,1293.54988747999,4876.72484680033,6870.01224536047
"a.temp",-6108653.16967925,-4151517.45919096,15509.6878631198,624.252602237393,4247.17143889911,8610.10384672586
"a.temp",-6108653.16967925,-4151667.45919096,15654.512212503,758.436755043038,4225.1982475856,8756.20484293301
"a.temp",-6108653.16967925,-4151817.45919096,15799.4331420911,897.642084240856,4208.45995958147,8902.43552357463
"a.temp",-6108503.16967925,-4144767.45919096,9233.91529154365,6208.53970844978,8618.02409090378,2673.17456433375
"a.temp",-6108503.16967925,-4144917.45919096,9367.68523229745,6058.58897032946,8488.76753312269,2767.32673376329
"a.temp",-6108503.16967925,-4145067.45919096,9501.93988674964,5908.64073297724,8360.20389891287,2866.2400896298
"a.temp",-6108503.16967925,-4151817.45919096,15838.6216765035,857.968712366769,4357.8187469651,8936.77275370721
"a.temp",-6108353.16967925,-4144767.45919096,9303.2274298441,6206.55414150217,8694.5263373802,2793.45865396303
"a.temp",-6108353.16967925,-4144917.45919096,9436.01481619247,6056.55424407292,8566.42417998303,2883.68622623908
"a.temp",-6108353.16967925,-4145067.45919096,9569.3108744258,5906.55435185335,8439.04367990817,2978.73819786182
"a.temp",-6108353.16967925,-4151667.45919096,15734.9436164038,693.487066498184,4522.85288633186,8828.43254781977
"a.temp",-6108353.16967925,-4151817.45919096,15879.1305055222,843.480474818661,4507.22012235929,8973.48629304149
"a.temp",-6108203.16967925,-4144617.45919096,9243.18963407133,6358.15447369735,8900.58437583723,2835.26458225699
"a.temp",-6108203.16967925,-4151667.45919096,15777.1448497948,708.006575817117,4671.79272136516,8868.13228653044
"a.temp",-6108203.16967925,-4151817.45919096,15920.9495511859,855.457954197829,4656.65998666432,9012.54710120305
"a.temp",-6108053.16967925,-4144617.45919096,9317.26374057339,6363.29138979174,8979.69104320399,2964.16501757256
"a.temp",-6108053.16967925,-4151667.45919096,15820.6557579453,752.743190869437,4820.79829814529,8910.18065200721
"a.temp",-6108053.16967925,-4151817.45919096,15964.0685168727,892.836665577953,4806.13474960915,9053.92479819684
